2	2	3.55
2	3	3.65
2	4	3.7
2	5	3.7
2	6	3.7
2	7	4.5
2	8	4.45
2	9	4.6
2	11	4.4
2	12	5.1
2	13	5.85
2	14	6.6
2	15	7.45
2	16	7.65
2	17	8.4
2	18	8.85
2	19	3.7
2	20	4.4
2	21	5.95
2	22	6.3
2	24	7.6
2	31	4.9
2	32	5.7
2	33	6.25
2	34	7.05
2	35	7.85
2	36	8.7
2	37	9.35
2	38	10.35
2	39	11.05
2	41	7.3
2	42	8.55
2	43	9
2	44	6.9
2	45	7.65
2	46	8.85
2	47	9.45
2	48	10.3
2	49	11.35
2	51	7.7
2	52	8.65
2	53	10
2	54	11.1
2	55	12.25
2	56	4.75
2	57	5.7
2	58	6.05
2	60	4.7
2	61	4.8
2	62	5.5
2	63	6.15
2	64	6.65
2	65	7.65
2	66	8.85
2	67	9.45
2	68	10.3
2	69	10.8
2	70	5.2
2	71	5.4
2	72	5.55
2	73	6.05
2	74	6.9
2	75	7.8
2	76	8.4
2	77	3.7
2	86	8.05
2	87	9.05
2	88	8.15
2	89	7.2
2	90	7.2
2	91	5.55
2	92	6.2
2	93	6.9
2	94	7.6
2	95	7.95
2	96	8.45
2	97	9.2
3	3	3.55
3	4	3.55
3	5	4.3
3	6	5.4
3	7	5.4
3	8	6.15
3	9	6.2
3	11	3.6
3	12	4.3
3	13	5
3	14	5.75
3	15	6.6
3	16	6.8
3	17	7.55
3	18	8
3	19	4.3
3	20	3.6
3	21	4.75
3	22	4.95
3	24	6.7
3	41	6.45
3	42	7.7
3	43	8.15
3	44	7.65
3	45	8.45
3	46	9.65
3	47	10.2
3	48	11.05
3	49	12.1
3	51	9.35
3	52	10.3
3	53	11.65
3	54	12.75
3	55	13.9
3	56	4.25
3	57	5.2
3	58	5.55
3	60	5.45
3	61	5.5
3	62	6.3
3	63	6.95
3	64	7.4
3	65	8.45
3	66	9.65
3	67	10.2
3	68	11.05
3	69	11.6
3	77	5.4
3	86	9.75
3	87	10.8
3	88	9.8
3	89	8.9
3	90	8.8
3	91	7.05
3	92	7.7
3	93	8.4
3	94	9.05
3	95	9.6
3	96	10.1
3	97	10.85
4	4	3.55
4	5	3.7
4	6	5.55
4	7	4.5
4	8	5.5
4	9	5.55
4	11	4.05
4	12	4.75
4	13	5.45
4	14	6.2
4	15	7.05
4	16	7.3
4	17	8.05
4	18	8.5
4	19	3.7
4	20	4.05
4	21	4.75
4	22	4.85
4	24	6.15
4	31	3.65
4	32	4.4
4	33	4.95
4	34	5.75
4	35	6.55
4	36	7.4
4	37	8
4	38	9.05
4	39	9.75
4	41	6
4	42	7.2
4	43	7.7
4	44	6.9
4	45	7.65
4	46	8.85
4	47	9.45
4	48	10.3
4	49	11.35
4	51	8.55
4	52	9.5
4	53	10.85
4	54	12
4	55	13.1
4	56	3.55
4	57	4.4
4	58	4.75
4	60	4.7
4	61	4.8
4	62	5.5
4	63	6.15
4	64	6.65
4	65	7.65
4	66	8.85
4	67	9.45
4	68	10.3
4	69	10.8
4	77	4.5
4	86	8.55
4	87	8.6
4	88	9
4	89	6.15
4	90	6.2
4	91	6.3
4	92	6.9
4	93	7.6
4	94	8.3
4	95	8.8
4	96	9.3
4	97	10.05
5	5	3.55
5	6	4.45
5	7	3.55
5	8	4.4
5	9	4.45
5	11	5.05
5	12	5.95
5	13	6.55
5	14	7.45
5	19	3.55
5	20	5.05
5	21	5.2
5	22	5.25
5	24	7.4
5	31	4.05
5	32	5.05
5	33	6.05
5	34	6.95
5	35	7.8
5	36	8.65
5	37	9.25
5	38	10.3
5	39	10.95
5	41	7.2
5	42	8.45
5	43	8.95
5	44	5.8
5	45	6.55
5	46	7.75
5	47	8.35
5	48	9.2
5	49	10.25
5	51	7.45
5	52	8.4
5	53	9.75
5	54	10.9
5	55	12
5	56	4.7
5	57	5.65
5	58	6
5	60	3.65
5	61	3.65
5	62	4.45
5	63	5.05
5	64	5.55
5	65	6.55
5	66	7.75
5	67	8.35
5	68	9.2
5	69	9.7
5	71	7.85
5	77	3.55
5	86	5.2
5	87	5.8
5	88	7.2
5	89	4.4
5	90	4.45
5	91	5.2
5	92	5.8
5	93	6.5
5	94	7.2
5	95	7.7
5	96	8.2
5	97	8.95
6	6	3.55
6	8	3.8
6	9	3.8
6	11	6.05
6	12	6.8
6	13	7.55
6	14	8.3
6	15	9.2
6	16	9.45
6	17	10.2
6	18	10.65
6	19	4.45
6	20	6.05
6	21	7.75
6	22	8.1
6	24	9.35
6	31	6.2
6	32	7.05
6	33	7.6
6	34	8.4
6	35	9.2
6	36	10.05
6	37	10.65
6	38	11.7
6	39	12.4
6	41	8.65
6	42	9.85
6	43	10.35
6	44	7.8
6	45	8.55
6	46	9.8
6	47	10.35
6	48	11.2
6	49	12.25
6	51	6.8
6	52	7.75
6	53	9.1
6	54	10.2
6	55	11.35
6	56	6.55
6	57	7.5
6	58	7.85
6	60	5.55
6	61	5.6
6	62	6.45
6	63	7.1
6	64	7.55
6	65	8.55
6	66	9.8
6	67	10.35
6	68	11.2
6	69	11.7
6	86	9.55
6	87	10.85
6	88	7.25
6	89	6.3
6	90	6.3
6	91	4.55
6	92	5.15
6	93	5.85
6	94	6.5
6	95	7.1
6	96	7.6
6	97	8.35
7	7	3.55
7	9	3.75
7	11	6.05
7	12	6.8
7	13	7.55
7	14	8.3
7	15	9.1
7	16	9.35
7	17	10.1
7	18	10.55
7	19	3.55
7	20	6.05
7	21	6.8
7	22	7.05
7	24	8.25
7	31	5.6
7	32	6.45
7	33	7
7	34	7.8
7	35	8.6
7	36	9.45
7	37	10.1
7	38	11.1
7	39	11.8
7	41	8.05
7	42	9.3
7	43	9.75
7	44	6.6
7	45	7.4
7	46	8.6
7	47	9.15
7	48	10
7	49	11.05
7	51	6.85
7	52	7.8
7	53	9.15
7	54	10.25
7	55	11.4
7	56	5.55
7	57	6.45
7	58	6.8
7	60	3.65
7	61	4.5
7	62	5.25
7	63	5.9
7	64	6.35
7	65	7.4
7	66	8.6
7	67	9.15
7	68	10
7	69	10.55
7	70	3.65
7	71	3.75
7	72	3.75
7	73	4.4
7	74	5.25
7	75	6.1
7	76	6.7
7	77	3.55
7	86	6.35
7	87	7.4
7	88	7.45
7	89	3.55
7	90	3.75
7	91	4.55
7	92	5.2
7	93	5.9
7	94	6.55
7	95	7.1
7	96	7.6
7	97	8.35
8	8	3.55
8	9	3.55
8	11	7.05
8	12	7.85
8	13	8.6
8	14	9.35
8	15	10
8	16	10.15
8	17	10.85
8	18	11.3
8	19	4.4
8	20	7.05
8	24	9.3
8	31	6.65
8	32	7.5
8	33	8.05
8	34	8.85
8	35	9.65
8	36	10.5
8	37	11.1
8	38	12.15
8	39	12.85
8	41	9.1
8	42	10.3
8	43	10.8
8	44	7.75
8	45	8.45
8	46	9.65
8	47	10.2
8	48	11.05
8	49	12.1
8	51	6
8	52	6.95
8	53	8.3
8	54	9.45
